,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
81,Tim Johnson,Junior Albini,0,Heavyweight,f,KO/TKO,1,2017,12,4,0,0,"6' 3""","77""",Southpaw,3.43,45.0,3.08,44.0,1.09,24.0,69.0,0.0,75.0,1985,14,4,0,0,"6' 3""","74""",Orthodox,4.03,50.0,6.17,53.0,0.77,50.0,100.0,0.0,77.77778,1991
82,Godofredo Pepey,Shane Burgos,0,Featherweight,f,DEC,3,2017,14,6,0,0,"5' 7""","73""",Orthodox,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,70.0,1987,11,1,0,0,"5' 11""","75""",Orthodox,6.54,46.0,5.47,66.0,0.55,100.0,94.0,0.3,91.666664,1991
83,Chris Wade,Frankie Perez,1,Lightweight,f,DEC,3,2017,12,3,0,0,"5' 10""","70""",Orthodox,1.7,53.0,1.75,51.0,2.6,51.0,55.0,1.1,80.0,1987,10,4,0,0,"5' 11""","73""",Orthodox,1.64,41.0,2.17,54.0,1.75,41.0,50.0,0.3,71.42857,1989
84,Demian Maia,Tyron Woodley,0,Welterweight,t,DEC,5,2017,25,9,0,0,"6' 1""","72""",Southpaw,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,1977,19,3,1,0,"5' 9""","74""",Orthodox,2.62,48.0,2.26,61.0,1.34,42.0,94.0,0.5,82.608696,1982
85,Cris Cyborg,Tonya Evinger,1,Women's Featherweight,t,KO/TKO,3,2017,20,1,0,1,"5' 8""","68""",Orthodox,7.02,52.0,1.79,70.0,0.85,62.0,91.0,0.3,90.90909,1985,19,7,0,1,"5' 7""","70""",Orthodox,1.5,41.0,4.33,41.0,0.9,33.0,28.0,1.4,70.37037,1981
86,Robbie Lawler,Donald Cerrone,1,Welterweight,f,DEC,3,2017,28,12,0,1,"5' 11""","74""",Southpaw,3.56,44.0,3.99,60.0,0.72,65.0,69.0,0.0,68.29269,1982,34,11,0,1,"6' 1""","73""",Orthodox,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983
87,Volkan Oezdemir,Jimi Manuwa,1,Light Heavyweight,f,KO/TKO,1,2017,15,3,0,0,"6' 2""","75""",Orthodox,5.69,48.0,4.84,53.0,0.4,50.0,70.0,0.0,83.333336,1989,17,4,0,0,"6' 1""","79""",Orthodox,3.34,53.0,3.74,49.0,0.58,21.0,71.0,0.4,80.95238,1980
88,Ricardo Lamas,Jason Knight,1,Featherweight,f,KO/TKO,1,2017,19,7,0,0,"5' 8""","71""",Orthodox,2.87,45.0,2.61,59.0,1.66,32.0,47.0,1.0,73.07692,1982,20,6,0,0,"5' 10""","71""",Orthodox,2.95,33.0,3.02,51.0,1.31,31.0,47.0,1.7,76.92308,1992
89,Renan Barao,Aljamain Sterling,0,Catch Weight,f,DEC,3,2017,36,7,0,1,"5' 6""","70""",Orthodox,3.7,36.0,3.76,58.0,1.5,45.0,91.0,0.6,81.818184,1987,16,3,0,0,"5' 7""","71""",Orthodox,3.89,49.0,1.43,68.0,2.33,36.0,51.0,1.0,84.210526,1989
90,Renato Moicano,Brian Ortega,0,Featherweight,f,SUB,3,2017,13,1,1,0,"5' 11""","72""",Orthodox,5.71,46.0,3.45,68.0,1.27,54.0,76.0,0.4,86.666664,1989,14,0,0,1,"5' 8""","69""",Switch,3.65,32.0,5.27,56.0,0.22,14.0,58.0,1.8,93.333336,1991
91,Calvin Kattar,Andre Fili,1,Featherweight,f,DEC,3,2017,19,3,0,0,"5' 11""","72""",Orthodox,5.03,41.0,6.66,55.0,0.67,33.0,75.0,0.0,86.36364,1988,18,6,0,0,"5' 11""","74""",Orthodox,3.72,36.0,3.72,53.0,2.8,46.0,69.0,0.2,75.0,1990
92,Alexandra Albu,Kailin Curran,1,Women's Strawweight,f,DEC,3,2017,7,0,0,0,"5' 2""","63""",Orthodox,5.26,51.0,5.01,41.0,3.18,55.0,81.0,0.6,100.0,1990,4,6,0,0,"5' 4""","65""",Orthodox,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,40.0,1991
93,Jarred Brooks,Eric Shelton,1,Flyweight,f,DEC,3,2017,14,2,0,0,"5' 3""","62""",Switch,2.12,46.0,1.66,62.0,4.54,57.0,69.0,0.6,87.5,1993,12,5,0,0,"5' 6""","68""",Orthodox,2.75,44.0,1.63,65.0,3.4,51.0,43.0,0.2,70.588234,1991
94,Joshua Burkman,Drew Dober,0,Lightweight,f,KO/TKO,1,2017,29,17,0,1,"5' 10""","72""",Orthodox,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,61.70213,1980,20,8,0,1,"5' 8""","70""",Southpaw,4.45,38.0,4.17,54.0,1.07,17.0,60.0,0.1,68.965515,1988
95,Brandon Moreno,Sergio Pettis,0,Flyweight,f,DEC,5,2017,14,5,0,0,"5' 7""","70""",Orthodox,2.65,33.0,3.02,64.0,2.71,41.0,61.0,0.9,73.68421,1993,17,4,0,0,"5' 6""","69""",Orthodox,3.6,37.0,2.56,65.0,0.91,39.0,68.0,0.4,80.95238,1993
96,Alexa Grasso,Randa Markos,1,Women's Strawweight,f,DEC,3,2017,10,2,0,0,"5' 5""","66""",Orthodox,4.5,42.0,3.08,67.0,0.31,50.0,63.0,0.3,83.333336,1993,8,7,1,0,"5' 4""","63""",Orthodox,2.92,41.0,3.26,61.0,1.61,26.0,53.0,0.2,50.0,1985
97,Niko Price,Alan Jouban,1,Welterweight,f,KO/TKO,1,2017,12,2,0,1,"6' 0""","76""",Orthodox,2.5,29.0,4.04,56.0,1.44,28.0,75.0,1.8,80.0,1989,16,6,0,0,"6' 0""","73""",Southpaw,5.41,53.0,3.48,60.0,0.52,50.0,62.0,0.0,72.72727,1981
98,Martin Bravo,Humberto Bandenay,0,Featherweight,f,KO/TKO,1,2017,12,2,0,0,"5' 8""","71""",Southpaw,6.04,37.0,5.19,50.0,2.01,33.0,85.0,0.0,85.71429,1993,14,6,0,1,"5' 11""",,Southpaw,2.3,39.0,5.22,39.0,1.87,66.0,71.0,0.9,66.666664,1994
99,Sam Alvey,Rashad Evans,1,Middleweight,f,DEC,3,2017,33,11,0,1,"6' 2""","75""",Southpaw,3.2,45.0,3.25,55.0,0.1,25.0,84.0,0.1,73.333336,1986,24,8,1,0,"6' 0""","75""",Orthodox,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,72.72727,1979
100,Alejandro Perez,Andre Soukhamthath,1,Bantamweight,f,DEC,3,2017,22,6,1,0,"5' 6""","67""",Orthodox,3.71,35.0,2.88,65.0,0.46,16.0,63.0,0.1,75.86207,1989,13,6,0,0,"5' 9""","70""",Orthodox,3.22,45.0,3.89,54.0,1.59,63.0,75.0,0.2,68.42105,1988
101,Jack Hermansson,Bradley Scott,1,Middleweight,f,KO/TKO,1,2017,17,4,0,0,"6' 1""","77""",Orthodox,4.49,54.0,1.93,63.0,1.99,46.0,69.0,0.3,80.95238,1988,12,6,0,0,"6' 1""","76""",,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,66.666664,1989
102,Dustin Ortiz,Hector Sandoval,1,Flyweight,f,KO/TKO,1,2017,19,7,0,0,"5' 5""","65""",Orthodox,2.91,43.0,2.24,56.0,3.01,35.0,54.0,0.1,73.07692,1988,14,4,0,0,"5' 2""","64""",Orthodox,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4,77.77778,1986
103,Rani Yahya,Henry Briones,1,Bantamweight,f,SUB,1,2017,26,9,0,1,"5' 6""","67""",Orthodox,1.48,38.0,1.46,50.0,3.13,34.0,22.0,2.3,72.22222,1984,19,8,1,0,"5' 8""","69""",,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6,67.85714,1980
104,Jose Quinonez,Diego Rivas,1,Bantamweight,f,DEC,3,2017,8,2,0,0,"5' 8""","69""",,3.26,44.0,2.32,68.0,2.88,50.0,57.0,1.0,80.0,1990,7,2,0,0,"5' 8""","69""",Orthodox,1.37,40.0,2.14,52.0,1.79,60.0,64.0,0.9,77.77778,1991
105,Joseph Morales,Roberto Sanchez,1,Flyweight,f,SUB,1,2017,9,2,0,0,"5' 6""","69""",Switch,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6,81.818184,1994,8,2,0,0,"5' 6""","66""",Orthodox,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7,80.0,1986
106,Alvaro Herrera,Jordan Rinaldi,0,Lightweight,f,SUB,1,2017,9,6,0,0,"6' 0""","74""",,1.89,38.0,3.4,55.0,0.0,0.0,33.0,1.1,60.0,1990,14,6,0,0,"5' 10""","72""",Orthodox,1.39,40.0,2.26,54.0,2.04,45.0,20.0,1.6,70.0,1987
107,Alexander Volkov,Stefan Struve,1,Heavyweight,f,KO/TKO,3,2017,30,7,0,0,"6' 7""","80""",Orthodox,5.31,60.0,2.39,56.0,0.86,75.0,75.0,0.3,81.08108,1988,32,11,0,0,"6' 11""","84""",Orthodox,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,1988
108,Siyar Bahadurzada,Rob Wilkinson,1,Middleweight,f,KO/TKO,2,2017,24,6,1,0,"5' 11""","73""",Orthodox,3.49,49.0,2.22,52.0,1.24,83.0,68.0,0.5,77.41936,1984,11,2,0,0,"6' 3""","80""",Orthodox,2.74,50.0,5.66,39.0,4.47,25.0,0.0,0.0,84.61539,1992
109,Talita Bernardo,Marion Reneau,0,Women's Bantamweight,f,KO/TKO,3,2017,6,3,0,0,"5' 4""","68""",Orthodox,2.85,46.0,3.65,58.0,2.0,25.0,50.0,0.7,66.666664,1987,9,4,1,0,"5' 6""","68""",Orthodox,3.41,41.0,2.45,67.0,0.26,100.0,52.0,1.2,64.28571,1977
110,Bryan Barberena,Leon Edwards,0,Welterweight,f,DEC,3,2017,14,5,0,0,"6' 0""","72""",Southpaw,4.98,49.0,3.71,49.0,0.34,40.0,47.0,0.3,73.68421,1989,16,3,0,0,"6' 0""","74""",Southpaw,2.38,48.0,1.99,55.0,1.26,29.0,70.0,0.5,84.210526,1991
111,Bojan Velickovic,Darren Till,0,Welterweight,f,DEC,3,2017,15,6,1,0,"6' 0""","76""",Southpaw,2.18,34.0,2.31,57.0,0.67,25.0,55.0,0.5,68.181816,1988,17,1,1,0,"6' 0""","74""",Southpaw,2.39,45.0,2.98,61.0,0.5,33.0,86.0,0.0,89.47369,1992
112,Felipe Silva,Mairbek Taisumov,0,Lightweight,f,KO/TKO,1,2017,8,2,0,0,"6' 0""","77""",Orthodox,5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0,80.0,1984,27,5,0,0,"5' 9""","73""",Orthodox,2.88,41.0,2.02,63.0,1.66,77.0,87.0,0.0,84.375,1988
113,Michel Prazeres,Mads Burnell,1,Lightweight,f,SUB,3,2017,26,2,0,0,"5' 6""","67""",Orthodox,2.59,47.0,2.32,60.0,4.22,38.0,47.0,0.7,92.85714,1981,9,3,0,0,"5' 8""","69""",Orthodox,1.28,41.0,2.71,51.0,3.45,47.0,22.0,0.4,75.0,1994
114,Desmond Green,Rustam Khabilov,0,Lightweight,f,DEC,3,2017,21,8,0,0,"5' 10""","73""",Southpaw,3.21,42.0,2.21,71.0,1.0,35.0,73.0,0.0,72.413795,1989,23,3,0,0,"5' 8""","73""",Orthodox,2.01,34.0,1.85,64.0,4.04,45.0,61.0,0.1,88.46154,1986
115,Francimar Barroso,Aleksandar Rakic,0,Light Heavyweight,f,DEC,3,2017,19,7,0,1,"6' 1""","75""",Orthodox,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,70.37037,1980,10,1,0,0,"6' 4""","78""",Orthodox,5.0,51.0,1.2,55.0,1.5,75.0,86.0,0.0,90.90909,1992
116,Zabit Magomedsharipov,Mike Santiago,1,Featherweight,f,SUB,2,2017,16,1,0,0,"6' 1""","73""",Orthodox,4.49,52.0,2.35,66.0,7.24,63.0,77.0,1.3,94.117645,1991,21,12,0,0,"5' 10""","69""",Orthodox,3.44,49.0,3.58,36.0,2.66,50.0,53.0,1.1,63.636364,1989
117,Bojan Mihajlovic,Abdul-Kerim Edilov,0,Light Heavyweight,f,KO/TKO,2,2017,10,6,0,0,"5' 11""","73""",Orthodox,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,62.5,1980,17,4,0,0,"6' 2""","78""",Orthodox,10.22,61.0,0.13,92.0,3.98,100.0,0.0,2.0,80.95238,1991
118,Andrew Holbrook,Thibault Gouti,0,Lightweight,f,KO/TKO,1,2017,12,3,0,0,"5' 11""","70""",Southpaw,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,80.0,1986,12,5,0,0,"5' 10""","72""",Orthodox,3.68,34.0,5.64,50.0,1.23,80.0,83.0,0.3,70.588234,1987
119,Amanda Nunes,Valentina Shevchenko,1,Women's Bantamweight,t,DEC,5,2017,16,4,0,0,"5' 8""","69""",Orthodox,4.55,51.0,2.88,56.0,1.82,40.0,79.0,0.6,80.0,1988,15,3,0,0,"5' 5""","67""",Southpaw,3.31,52.0,2.38,57.0,1.82,54.0,73.0,0.5,83.333336,1988
120,Neil Magny,Rafael Dos Anjos,0,Welterweight,f,SUB,1,2017,21,8,0,0,"6' 3""","80""",Orthodox,3.86,46.0,2.22,56.0,2.62,46.0,60.0,0.3,72.413795,1987,28,10,0,0,"5' 8""","70""",Southpaw,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,1984
121,Henry Cejudo,Wilson Reis,1,Flyweight,f,KO/TKO,2,2017,13,2,0,0,"5' 4""","64""",Orthodox,3.42,42.0,2.6,67.0,2.31,35.0,88.0,0.1,86.666664,1987,22,9,0,0,"5' 4""","65""",Southpaw,1.82,29.0,2.99,55.0,4.94,43.0,47.0,0.6,70.96774,1985
122,Ilir Latifi,Tyson Pedro,1,Light Heavyweight,f,DEC,3,2017,15,5,0,1,"5' 10""","73""",Orthodox,2.37,42.0,2.65,52.0,2.33,37.0,100.0,0.7,71.42857,1983,7,2,0,0,"6' 3""","79""",Orthodox,2.63,60.0,2.46,48.0,1.0,28.0,57.0,1.5,77.77778,1991
123,Gilbert Melendez,Jeremy Stephens,0,Featherweight,f,DEC,3,2017,22,7,0,0,"5' 9""","73""",Orthodox,3.51,33.0,2.35,64.0,1.7,42.0,71.0,0.2,75.86207,1982,28,15,0,0,"5' 8""","71""",Orthodox,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986
124,Sara McMann,Ketlen Vieira,0,Women's Bantamweight,f,SUB,2,2017,11,5,0,0,"5' 6""","66""",Orthodox,2.37,44.0,2.06,47.0,4.67,64.0,66.0,0.5,68.75,1980,10,0,0,0,"5' 8""","68""",Orthodox,2.62,36.0,3.69,56.0,2.21,57.0,92.0,0.8,100.0,1991
125,Sarah Moras,Ashlee Evans-Smith,1,Women's Bantamweight,f,SUB,1,2017,5,5,0,0,"5' 7""","67""",,1.85,37.0,3.18,44.0,0.95,22.0,38.0,0.9,50.0,1988,6,3,0,0,"5' 8""","67""",Orthodox,4.97,37.0,3.7,61.0,1.14,27.0,66.0,0.0,66.666664,1987
126,Rick Glenn,Gavin Tucker,1,Featherweight,f,DEC,3,2017,21,5,1,0,"6' 0""","70""",Southpaw,4.19,43.0,4.0,54.0,0.8,16.0,65.0,0.4,77.77778,1989,10,1,0,0,"5' 6""","66""",Southpaw,2.6,31.0,5.07,53.0,0.5,20.0,42.0,0.5,90.90909,1986
127,Mitch Clarke,Alex White,0,Lightweight,f,KO/TKO,2,2017,11,5,0,0,"5' 10""","73""",Orthodox,2.35,34.0,3.27,47.0,0.64,15.0,50.0,0.4,68.75,1985,12,5,0,0,"6' 0""","71""",Southpaw,3.86,40.0,2.88,64.0,0.89,45.0,67.0,0.2,70.588234,1988
128,Luis Henrique,Arjan Bhullar,0,Heavyweight,f,DEC,3,2017,10,5,0,1,"6' 2""","74""",Orthodox,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0,62.5,1993,8,1,0,0,"6' 1""","75""",Orthodox,2.16,52.0,2.38,61.0,1.62,66.0,100.0,0.0,88.888885,1986
129,Kajan Johnson,Adriano Martins,1,Lightweight,f,KO/TKO,3,2017,23,14,1,0,"5' 11""","75""",Orthodox,2.47,42.0,1.59,64.0,1.54,37.0,62.0,0.2,60.526318,1984,28,9,0,0,"5' 10""","72""",Southpaw,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,75.675674,1982
130,David Branch,Luke Rockhold,0,Middleweight,f,KO/TKO,2,2017,22,5,0,0,"6' 1""","78""",Orthodox,1.67,40.0,1.89,56.0,2.58,32.0,42.0,0.0,81.48148,1981,16,4,0,0,"6' 3""","77""",Southpaw,4.29,48.0,2.32,58.0,0.71,40.0,68.0,1.2,80.0,1984
131,Alex Reyes,Mike Perry,0,Welterweight,f,KO/TKO,1,2017,13,3,0,0,"5' 11""","73""",Orthodox,4.56,46.0,8.35,38.0,0.0,0.0,0.0,0.0,81.25,1986,12,4,0,0,"5' 10""","71""",Orthodox,4.02,45.0,4.44,57.0,0.83,55.0,68.0,0.0,75.0,1991
132,Anthony Smith,Hector Lombard,1,Middleweight,f,KO/TKO,3,2017,31,13,0,0,"6' 4""","76""",Orthodox,3.49,47.0,4.14,46.0,0.58,28.0,46.0,1.0,70.454544,1988,34,10,1,2,"5' 9""","71""",Southpaw,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,72.34042,1978
133,Jason Gonzalez,Gregor Gillespie,0,Lightweight,f,SUB,2,2017,11,4,0,0,"6' 2""","74""",Southpaw,2.81,39.0,3.19,60.0,0.0,0.0,37.0,1.2,73.333336,1990,12,0,0,0,"5' 9""","71""",Orthodox,3.19,48.0,2.28,56.0,7.01,47.0,0.0,1.2,100.0,1986
134,Sergio Moraes,Kamaru Usman,0,Welterweight,f,KO/TKO,1,2017,14,4,1,0,"6' 0""","72""",Orthodox,2.61,45.0,3.26,62.0,1.14,34.0,75.0,0.6,73.68421,1982,13,1,0,0,"6' 0""","76""",Switch,3.64,48.0,1.46,63.0,3.85,47.0,100.0,0.3,92.85714,1987
135,Zu Anyanwu,Justin Ledet,0,Heavyweight,f,DEC,3,2017,14,5,0,0,"6' 1""","77""",Orthodox,2.47,42.0,2.47,69.0,0.65,100.0,0.0,0.0,73.68421,1981,9,1,0,1,"6' 4""","80""",Orthodox,3.47,41.0,4.34,49.0,0.32,50.0,40.0,0.3,81.818184,1988
136,Olivier Aubin-Mercier,Anthony Rocco Martin,1,Lightweight,f,DEC,3,2017,12,3,0,0,"5' 9""","70""",Southpaw,2.58,53.0,2.68,57.0,2.97,35.0,68.0,0.7,80.0,1989,14,4,0,0,"6' 0""","73""",Orthodox,2.81,41.0,2.96,56.0,1.0,25.0,55.0,1.3,77.77778,1989
137,Anthony Hamilton,Daniel Spitz,0,Heavyweight,f,KO/TKO,1,2017,15,9,0,0,"6' 5""","76""",Orthodox,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0,62.5,1980,6,2,0,0,"6' 7""","82""",Orthodox,2.88,39.0,4.77,51.0,1.18,66.0,0.0,0.0,75.0,1990
138,Krzysztof Jotko,Uriah Hall,0,Middleweight,f,KO/TKO,2,2017,19,4,0,0,"6' 1""","77""",Southpaw,2.86,44.0,1.89,59.0,1.12,37.0,87.0,0.1,82.608696,1989,14,9,0,0,"6' 0""","79""",Orthodox,3.44,52.0,3.61,52.0,0.93,38.0,71.0,0.3,60.869564,1984
139,Gilbert Burns,Jason Saggo,1,Lightweight,f,KO/TKO,2,2017,13,3,0,0,"5' 10""","71""",Orthodox,2.75,39.0,3.57,57.0,2.23,36.0,38.0,0.9,81.25,1986,12,4,0,0,"5' 11""","71""",Orthodox,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0,75.0,1985
140,Yushin Okami,Ovince Saint Preux,0,Light Heavyweight,f,SUB,1,2017,35,11,0,0,"6' 2""","75""",Southpaw,2.14,39.0,2.1,62.0,2.1,46.0,84.0,0.5,76.08696,1981,23,12,0,0,"6' 3""","80""",Southpaw,2.68,47.0,2.78,44.0,1.18,40.0,66.0,0.6,65.71429,1983
141,Jessica Andrade,Claudia Gadelha,1,Women's Strawweight,f,DEC,3,2017,19,6,0,0,"5' 1""","62""",Orthodox,6.58,51.0,5.04,51.0,3.2,58.0,75.0,0.5,76.0,1991,16,3,0,0,"5' 4""","63""",Orthodox,3.23,42.0,4.47,57.0,3.94,52.0,58.0,1.0,84.210526,1988
142,Dong Hyun Kim 155,Takanori Gomi,1,Lightweight,f,KO/TKO,1,2017,16,8,3,0,"5' 11""","70""",Orthodox,3.77,45.0,4.53,53.0,1.67,60.0,33.0,0.0,59.25926,1988,35,14,0,1,"5' 7""","70""",Southpaw,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8,70.0,1978
143,Gokhan Saki,Henrique da Silva,1,Light Heavyweight,f,KO/TKO,1,2017,1,2,0,0,"6' 0""","73""",Orthodox,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0,33.333332,1983,14,5,0,0,"6' 3""","76""",Orthodox,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,73.68421,1989
144,Teruto Ishihara,Rolando Dy,1,Featherweight,f,DEC,3,2017,11,6,2,0,"5' 7""","69""",Southpaw,3.21,45.0,3.5,53.0,0.52,16.0,32.0,0.0,57.894737,1991,9,7,1,1,"5' 8""","69""",Orthodox,3.04,37.0,4.47,52.0,0.3,20.0,68.0,0.0,50.0,1990
145,Jussier Formiga,Ulka Sasaki,1,Flyweight,f,SUB,1,2017,22,5,0,0,"5' 5""","67""",Orthodox,1.34,38.0,2.17,65.0,1.86,37.0,85.0,0.7,81.48148,1985,21,6,2,0,"5' 10""","71""",Southpaw,2.16,41.0,2.5,50.0,3.03,43.0,41.0,1.2,72.413795,1989
146,Keita Nakamura,Alex Morono,1,Welterweight,f,DEC,3,2017,33,9,2,1,"5' 11""","73""",Southpaw,2.21,36.0,3.46,58.0,2.0,55.0,62.0,0.4,73.333336,1984,14,5,0,1,"5' 11""","72""",Orthodox,3.66,40.0,2.4,64.0,0.0,0.0,40.0,0.6,70.0,1990
147,Chanmi Jeon,Syuri Kondo,0,Women's Strawweight,f,DEC,3,2017,5,2,0,0,"5' 5""","67""",Orthodox,6.23,31.0,7.77,55.0,0.0,0.0,0.0,0.0,71.42857,1997,6,1,0,0,"5' 4""","66""",Orthodox,8.81,47.0,6.69,70.0,0.0,0.0,0.0,0.0,85.71429,1989
148,Luke Jumeau,Shinsho Anzai,0,Welterweight,f,DEC,3,2017,13,4,0,0,"5' 11""","72""",Orthodox,3.38,49.0,3.51,54.0,0.33,100.0,91.0,0.0,76.47059,1988,10,3,0,0,"5' 7""","70""",Orthodox,3.23,58.0,3.75,45.0,1.83,16.0,75.0,0.0,76.92308,1985
149,Daichi Abe,Hyun Gyu Lim,1,Welterweight,f,DEC,3,2017,6,2,0,0,"5' 11""","71""",Orthodox,3.8,33.0,4.49,56.0,0.33,50.0,0.0,0.0,75.0,1991,13,7,1,0,"6' 3""","77""",Orthodox,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,61.904762,1985
150,Tony Ferguson,Kevin Lee,1,Lightweight,t,SUB,3,2017,25,3,0,0,"5' 11""","76""",Orthodox,5.51,44.0,3.55,63.0,0.6,42.0,76.0,1.5,89.28571,1984,17,3,0,0,"5' 9""","77""",Orthodox,4.06,45.0,2.96,52.0,3.33,42.0,75.0,1.1,85.0,1992
151,Demetrious Johnson,Ray Borg,1,Flyweight,t,SUB,5,2017,27,3,1,0,"5' 3""","66""",Orthodox,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,87.09677,1986,11,3,0,0,"5' 4""","63""",Orthodox,1.31,48.0,1.92,47.0,2.91,44.0,39.0,1.4,78.57143,1993
152,Fabricio Werdum,Walt Harris,1,Heavyweight,f,SUB,1,2017,23,8,1,0,"6' 4""","77""",Orthodox,3.61,51.0,2.45,56.0,1.65,30.0,31.0,1.1,71.875,1977,11,7,0,0,"6' 5""","77""",Southpaw,2.99,38.0,2.63,63.0,0.22,33.0,75.0,0.2,61.11111,1983
153,Mara Romero Borella,Kalindra Faria,1,Women's Flyweight,f,SUB,1,2017,12,5,0,1,"5' 6""","69""",Orthodox,4.58,37.0,3.8,73.0,1.68,50.0,100.0,0.8,66.666664,1986,18,8,1,0,"5' 7""",,Switch,2.23,56.0,1.44,45.0,1.31,66.0,20.0,0.7,66.666664,1986
154,Cody Stamann,Tom Duquesnoy,1,Bantamweight,f,DEC,3,2017,17,2,0,0,"5' 6""","64""",Orthodox,4.97,49.0,3.45,62.0,4.19,71.0,88.0,0.0,89.47369,1989,16,2,0,1,"5' 7""","68""",Orthodox,3.83,45.0,5.3,62.0,0.42,25.0,46.0,0.0,84.210526,1993
155,Poliana Botelho,Pearl Gonzalez,1,Women's Strawweight,f,DEC,3,2017,7,2,0,0,"5' 8""",,Orthodox,4.03,59.0,2.51,50.0,0.74,100.0,88.0,0.0,77.77778,1988,6,3,0,0,"5' 4""","68""",Orthodox,2.23,37.0,4.07,57.0,1.04,11.0,0.0,0.5,66.666664,1986
156,Marco Beltran,Matt Schnell,0,Flyweight,f,DEC,3,2017,8,7,0,0,"5' 8""","69""",Orthodox,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2,53.333332,1986,12,4,0,0,"5' 8""","70""",Orthodox,3.64,35.0,3.67,63.0,0.39,25.0,54.0,0.8,75.0,1990
157,John Moraga,Magomed Bibulatov,1,Flyweight,f,KO/TKO,1,2017,19,7,0,0,"5' 6""","66""",Orthodox,2.57,43.0,2.55,56.0,0.62,23.0,44.0,1.1,73.07692,1984,14,1,0,0,"5' 5""","65""",Orthodox,3.37,44.0,1.08,60.0,1.8,28.0,100.0,0.0,93.333336,1988
158,Thales Leites,Brad Tavares,0,Middleweight,f,DEC,3,2017,28,9,0,0,"6' 1""","78""",Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,1981,17,6,0,0,"6' 1""","74""",Orthodox,3.02,40.0,2.73,55.0,1.04,27.0,77.0,0.0,73.91304,1987
159,Darren Till,Donald Cerrone,1,Welterweight,f,KO/TKO,1,2017,17,1,1,0,"6' 0""","74""",Southpaw,2.39,45.0,2.98,61.0,0.5,33.0,86.0,0.0,89.47369,1992,34,11,0,1,"6' 1""","73""",Orthodox,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983
160,Karolina Kowalkiewicz,Jodie Esquibel,1,Women's Strawweight,f,DEC,3,2017,13,3,0,0,"5' 3""","64""",Orthodox,5.76,38.0,5.16,56.0,0.14,14.0,87.0,0.0,81.25,1985,6,4,0,0,"5' 3""","64""",Orthodox,4.87,40.0,8.5,52.0,0.0,0.0,87.0,0.0,60.0,1986
161,Devin Clark,Jan Blachowicz,0,Light Heavyweight,f,SUB,2,2017,9,2,0,0,"6' 0""","75""",Orthodox,3.35,57.0,2.81,41.0,3.36,48.0,80.0,0.3,81.818184,1990,23,7,0,0,"6' 2""","78""",Orthodox,3.64,50.0,3.01,53.0,1.59,54.0,55.0,0.4,76.666664,1983
